id	speaker	text	truth	human_wav	ref_wav	ref_text
rostyslav_s1_046116	rostyslav_s1	Коломия. Я родом з Коломиї.	Коломи́я. Я ро́дом з Коломи́ї.	datasets/combined/wavs/046116.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_048362	rostyslav_s1	Знайдіть людей, чия допомога чи співпраця буде необхідною.	Знайді́ть люде́й, чия́ допомо́га чи співпра́ця бу́де необхі́дною.	datasets/combined/wavs/048362.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_048214	rostyslav_s1	це є тренувати або привчати.	це є тренува́ти або́ привча́ти.	datasets/combined/wavs/048214.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_034488	rostyslav_s1	Тому я постановив, прийняв рішення, що мої вуха повинні бути зайняті, тобто мій розум повинен працювати, поки я підмітаю двори.	Тому́ я постанови́в, прийня́в рі́шення, що мої́ ву́ха пови́нні бу́ти за́йняті, то́бто мій ро́зум пови́нен працюва́ти, по́ки я підміта́ю двори́.	datasets/combined/wavs/034488.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_039254	rostyslav_s1	Тому англійську я намагаюся до вас доносити в максимально простий спосіб.	Тому́ англі́йську я намага́юся до вас доносити в максима́льно про́сти́й спо́сіб.	datasets/combined/wavs/039254.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_006852	rostyslav_s1	думаю, що ви розумієте, що це означає.	ду́маю, що ви розумі́єте, що це означа́є.	datasets/combined/wavs/006852.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_010855	rostyslav_s1	Раніше я теж так казав, однак ще кілька років тому збагнув, що так не можна робити. Тому ми кажемо	Рані́ше я теж так каза́в, одна́к ще кі́лька ро́кі́в тому́ збагну́в, що так не мо́жна роби́ти. Тому́ ми ка́жемо	datasets/combined/wavs/010855.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_008352	rostyslav_s1	Досить класно, харизматично, як я полюбляю казати.	До́сить кла́сно, харизматично, як я полюбля́ю каза́ти.	datasets/combined/wavs/008352.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_015632	rostyslav_s1	Отже, йдемо далі. Будемо пам'ятати, що до дії слів	О́тже, йдемо́ да́лі. Бу́демо пам'ята́ти, що до ді́ї слів	datasets/combined/wavs/015632.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s1_023048	rostyslav_s1	І в мене та моя така зелена вже трішки підстаркувата. Я собі вирішив взяти чорну.	І в мене́ та моя́ така зеле́на вже трі́шки підста́ркувата. Я собі́ ви́рішив взя́ти чо́рну.	datasets/combined/wavs/023048.wav	training/raw/rostyslav_s1/039819.wav	Зверні́ть ува́гу, пе́рше сло́во це ніж, коли́ ми порі́внюємо. Ми бі́льше за́раз погово́римо про те, як пра́вильно вжива́ти. По́ки що нам потрі́бно більш-ме́нш розібра́тися з вимо́вою.
rostyslav_s2_004577	rostyslav_s2	Тому що я вивчав в школі французьку, англійську я взагалі не знав, тобто я почав з нульового рівня.	Тому́ що я вивча́в в шко́лі францу́зьку, англі́йську я взагалі́ не знав, то́бто я поча́в з нульово́го рі́вня.	datasets/combined/wavs/004577.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_043448	rostyslav_s2	І останній уривок на сьогодні. Розглядаємо і перекладаємо.	І оста́нній ури́вок на сього́дні. Розгляда́ємо і переклада́ємо.	datasets/combined/wavs/043448.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_021746	rostyslav_s2	«блакитне небо». І пізніше, переглядаючи списки, ви собі зможете освіжити слово	«блаки́тне не́бо». І пізні́ше, перегляда́ючи спи́ски, ви собі́ змо́жете освіжи́ти сло́во	datasets/combined/wavs/021746.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_047139	rostyslav_s2	найбагатшим чоловіком на кладовище.	найбага́тшим чолові́ком на кла́дови́ще.	datasets/combined/wavs/047139.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_031245	rostyslav_s2	тахікардія, кіл в горлі, спітнілі долоні, і тут раз.	тахікарді́я, кіл в го́рлі, спітні́лі доло́ні, і тут раз.	datasets/combined/wavs/031245.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_011183	rostyslav_s2	Ну, настоювати я люблю чай. Так, інколи.	Ну, насто́ювати я люблю́ чай. Так, і́нколи.	datasets/combined/wavs/011183.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_034043	rostyslav_s2	Тобто тоді твоє життя є таким розлюченим, ніяким	То́бто тоді́ твоє́ життя́ є таки́м розлю́ченим, нія́ким	datasets/combined/wavs/034043.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_025923	rostyslav_s2	Скажіть, Іван ніколи не розглядав ідею ментальної і емоційної сили раніше?	Скажі́ть, Іва́н ніколи не розгляда́в іде́ю мента́льної і емоці́йної си́ли рані́ше?	datasets/combined/wavs/025923.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_031316	rostyslav_s2	Чому Марія пішла до свого улюбленого ресторану?	Чо́му Марі́я пішла́ до свого́ улю́бленого рестора́ну?	datasets/combined/wavs/031316.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s2_021898	rostyslav_s2	Вона продає фрукти і овочі, скажіть.	Вона́ продає́ фру́кти і о́вочі, скажі́ть.	datasets/combined/wavs/021898.wav	training/raw/rostyslav_s2/018453.wav	Івано́ва новозна́йдена мента́льна і емоці́йна си́ла дозво́лила йому стика́тися з життє́вими бар'є́рами
rostyslav_s4_027199	rostyslav_s4	означає бути розчарованим. Приміром,	означа́є бу́ти розчаро́ваним. Примі́ром,	datasets/combined/wavs/027199.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_009323	rostyslav_s4	Ну, як у тих піснях. «Ніби вчора рідна мамо»,	Ну, як у тих пісня́х. «Ні́би вчо́ра рі́дна ма́мо»,	datasets/combined/wavs/009323.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_043317	rostyslav_s4	будь ласка, візьміть з цього речення, і	будь ла́ска, візьмі́ть з цього́ речення, і	datasets/combined/wavs/043317.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_042701	rostyslav_s4	Отаке слово сполучення означає «напитися»,	Отаке́ сло́во сполу́чення означа́є «напи́тися»,	datasets/combined/wavs/042701.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_024168	rostyslav_s4	Вони є просто на підпитку. Слово	Вони́ є про́сто на підпи́тку. Сло́во	datasets/combined/wavs/024168.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_048983	rostyslav_s4	По всій Україні. Чому запалювати?	По всій Украї́ні. Чо́му запа́лювати?	datasets/combined/wavs/048983.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_030692	rostyslav_s4	ви, я баю, що знаєте, це є сміття, однак коли ми кажемо	ви, я ба́ю, що зна́єте, це є смі́ття́, одна́к коли́ ми ка́жемо	datasets/combined/wavs/030692.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_010104	rostyslav_s4	Мені житло біля роботи, то це взагалі ідеально.	Ме́ні житло́ бі́ля робо́ти, то це взагалі́ ідеа́льно.	datasets/combined/wavs/010104.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_003315	rostyslav_s4	це є суддя, а як дія  це є засуджувати.	це є суддя́, а як ді́я  це є засу́джувати.	datasets/combined/wavs/003315.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s4_006252	rostyslav_s4	це фразове дієслово, яке означає з'їхати або переїхати.	це фра́зове дієсло́во, яке́ означа́є з'ї́хати або́ переї́хати.	datasets/combined/wavs/006252.wav	training/raw/rostyslav_s4/034163.wav	Молоди́й чолові́к стве́рджує, що лю́бить її, незважа́ючи на те, що пора́да психо́лога була про́ти цього́. Незважа́ючи на, це бу́де
rostyslav_s6_011766	rostyslav_s6	Що каже містер Бас щодо значимості перших вражень?	Що ка́же мі́стер Бас що́до значи́мості пе́рших вра́жень?	datasets/combined/wavs/011766.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s6_050781	rostyslav_s6	Тобто це перекладається таким чином. У нас є честь прийняти по-справжньому визначну особистість.	То́бто це переклада́ється таки́м чи́ном. У нас є честь прийня́ти по-спра́вжньому визначну́ особи́стість.	datasets/combined/wavs/050781.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s6_005325	rostyslav_s6	оце слово, воно означає прагнути.	оце́ сло́во, воно́ означа́є пра́гнути.	datasets/combined/wavs/005325.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s6_010884	rostyslav_s6	Тобто, коли він говорив про сережки того хлопця Тома, він казав «твої сережки дейнгл, те ліпаюця».	То́бто, коли́ він говори́в про сере́жки того хло́пця Тома, він каза́в «твої́ сере́жки дейнгл, те ліпаюця».	datasets/combined/wavs/010884.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s6_028142	rostyslav_s6	може мати і таке значення, як поширити або надати. Надати	мо́же ма́ти і таке́ зна́чення, як поши́рити або́ нада́ти. Нада́ти	datasets/combined/wavs/028142.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s6_037704	rostyslav_s6	ваш візит. Містер Баз відповідає,	ваш візи́т. Мі́стер Баз відповіда́є,	datasets/combined/wavs/037704.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s6_025730	rostyslav_s6	Тому все-таки американська.	Тому́ все́-таки америка́нська.	datasets/combined/wavs/025730.wav	training/raw/rostyslav_s6/026609.wav	Що пропону́є мі́стер Бас Тому́ зроби́ти, аби́ покра́щити йо́го ситуа́цію?
rostyslav_s7_049598	rostyslav_s7	О, я навіть такого не чула ніколи. Може якась коса?	О, я на́віть тако́го не чу́ла ніколи. Мо́же яка́сь коса?	datasets/combined/wavs/049598.wav	training/raw/rostyslav_s7/028053.wav	Скажі́ть так. Ме́ні потрі́бно ото́чувати себе́ з індиві́дуами, які́ вже досягли́ того́, чого́ пра́гну я.
rostyslav_s7_003537	rostyslav_s7	І то, треба дивитися, як людина реагує на похвалу. Якщо людина надимається, вау, мовляв, я є хтось і щось, чимось, краще таку людину не хвалити.	І то, тре́ба диви́тися, як люди́на реагу́є на похвалу́. Якщо́ люди́на надима́ється, ва́у, мовля́в, я є хтось і щось, чимо́сь, кра́ще таку люди́ну не хвали́ти.	datasets/combined/wavs/003537.wav	training/raw/rostyslav_s7/028053.wav	Скажі́ть так. Ме́ні потрі́бно ото́чувати себе́ з індиві́дуами, які́ вже досягли́ того́, чого́ пра́гну я.
rostyslav_s7_033988	rostyslav_s7	Скажіть, що містер Бас дає Ендрю папір з інструкціями.	Скажі́ть, що мі́стер Бас дає́ Ендрю папі́р з інстру́кціями.	datasets/combined/wavs/033988.wav	training/raw/rostyslav_s7/028053.wav	Скажі́ть так. Ме́ні потрі́бно ото́чувати себе́ з індиві́дуами, які́ вже досягли́ того́, чого́ пра́гну я.
tetiana_180740	tetiana	Нарешті й ця робота йому остогидла, і він сидів, схиливши голову на стіл.	Наре́шті й ця робо́та йому́ остоги́дла, і він сиді́в, схили́вши го́лову на стіл.	datasets/combined/wavs/180740.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_197857	tetiana	А й справді, предки пана Івана були мабуть ідеалістами свого часу.	А й спра́вді, пре́дки па́на Іва́на були́ ма́бу́ть ідеалі́стами свого́ ча́су.	datasets/combined/wavs/197857.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_156141	tetiana	— А хіба ж я міг знати, що я везу?	— А хіба́ ж я міг зна́ти, що я везу́?	datasets/combined/wavs/156141.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_144988	tetiana	— Він посилав по мене, — згорда відповів крамар.	— Він посила́в по мене́, — зго́рда відпові́в кра́ма́р.	datasets/combined/wavs/144988.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_125636	tetiana	Д'Артаньян повернувся до будинку.	д'артанья́н поверну́вся до буди́нку.	datasets/combined/wavs/125636.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_199402	tetiana	Робіть, як хочете, Маєте ще час повернути назад.	Робі́ть, як хо́чете, Ма́єте ще час поверну́ти наза́д.	datasets/combined/wavs/199402.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_128465	tetiana	— Славлю Господа, що мій син помер, як козак, і не дався ворогам до рук!	— Сла́влю Го́спода, що мій син поме́р, як коза́к, і не да́вся ворога́м до рук!	datasets/combined/wavs/128465.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_109324	tetiana	— Життя не ласкаве з багатьох причин.	— Життя́ не ласка́ве з багатьо́х причи́н.	datasets/combined/wavs/109324.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_122837	tetiana	— Досить, устав з лави та й стукає до вікна, нібито не треба.	— До́сить, уста́в з ла́ви та й сту́кає до вікна́, ні́бито не тре́ба.	datasets/combined/wavs/122837.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
tetiana_113966	tetiana	Він гадав, що вони злякались і залишились ззаду, а тому скомандував рушати далі.	Він гада́в, що вони́ зляка́лись і зали́ши́лись зза́ду, а тому́ скома́ндував руша́ти да́лі.	datasets/combined/wavs/113966.wav	training/raw/tetiana/205603.wav	— Так, я чита́в у газе́ті про цю гру, — промо́вив Сазе́рланд, стиска́ючи ру́ку.
